                                               queryItem  queryIndex             stringId  ncbiTaxonId    taxonName    preferredName                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              annotation Uniprot accession                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Biological Processes                                                                                                                                                                                                                                                                                                    Evidences
                                     elongation factor 2           0 4530.OS02T0519900-01         4530 Oryza sativa        OsJ_06933                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Elongation factor 2; Os02g0519900 protein; Putative elongation factor 2            Q6H4L2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [translational elongation]                                                                                                                                                                                                                                                                                             [IBA:GO_Central]
                                            Os10g0390500         371 4530.OS10T0390500-01         4530 Oryza sativa  OS10T0390500-01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                annotation not available            Q338N8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os11g0210300         372 4530.OS11T0210300-01         4530 Oryza sativa             ADH1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Alcohol dehydrogenase 1 ; Belongs to the zinc-containing alcohol dehydrogenase family            B6F2C1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os02g0797500         373 4530.OS02T0797500-01         4530 Oryza sativa        OsJ_08730                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Aspartate aminotransferase            Q6KAJ2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os08g0538000         375 4530.OS08T0538000-01         4530 Oryza sativa        OsJ_28106                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Os08g0538000 protein; Putative glycyl-tRNA synthetase        A0A0P0XI19                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os01g0372700         381 4530.OS01T0372700-01         4530 Oryza sativa       B1045D11.6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Os01g0372700 protein; Putative asparagine-tRNA ligase            Q93WM3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   [asparaginyl-tRNA aminoacylation]                                                                                                                                                                                                                                                                                             [IBA:GO_Central]
                                            Os03g0432100         383 4530.OS03T0432100-01         4530 Oryza sativa            PPDK2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Pyruvate, phosphate dikinase 2; Formation of phosphoenolpyruvate        A0A0P0VZ25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os07g0121100         385 4530.OS07T0121100-01         4530 Oryza sativa        OsJ_22921                                                                                                                                                                                                                                                                                                                                                                                                       cDNA clone:J033104A05, full insert sequence; Os07g0121100 protein; Putative uncharacterized protein OSJNBa0057M23.104; Putative uncharacterized protein P0022B05.132; cDNA clone:J033104A05, full insert sequence            Q7XIE6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os01g0905800         386 4530.OS01T0905800-01         4530 Oryza sativa             FBA3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Fructose-bisphosphate aldolase 3, cytoplasmic; Fructose-bisphosphate aldolase that plays a key role in glycolysis and gluconeogenesis            Q5N725                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [fructose 1,6-bisphosphate metabolic process, gluconeogenesis, glycolytic process]                                                                                                                                                                                                                                                               [IBA:GO_Central, ISS:UniProtKB, ISS:UniProtKB]
                                    hypothetical protein         389 4530.OS01T0281301-00         4530 Oryza sativa OSJNBa0036E02.22                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Hypothetical protein; OSJNBa0036E02.22 protein; Putative uncharacterized protein B1085F09.22            Q9LG63                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os09g0505600         390 4530.OS09T0505600-01         4530 Oryza sativa             PBF1                                                                                                                                                                                                                                                                            Proteasome subunit beta type-1; The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity; Belongs to the peptidase T1B family            O64464                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [proteasomal protein catabolic process]                                                                                                                                                                                                                                                                                             [IBA:GO_Central]
                                            Os04g0658000         392 4530.OS04T0658000-02         4530 Oryza sativa          24K23.3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Glucose-6-phosphate 1-epimerase; cDNA clone:J013170O13, full insert sequence ; Belongs to the glucose-6-phosphate 1-epimerase family            Q8S3Q3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os06g0114300         396 4530.OS06T0114300-01         4530 Oryza sativa  OS06T0114300-01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Os06g0114300 protein; Os06g0114333 protein            C7J3Y0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os06g0111500         398 4530.OS06T0111500-01         4530 Oryza sativa           G6PGH1                                                                                                                                                                                                                                                                                                                                                                                                                      6-phosphogluconate dehydrogenase, decarboxylating 1; Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH            Q9LI00                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [D-gluconate catabolic process, pentose-phosphate shunt, oxidative branch, response to abscisic acid, response to cold, response to salt stress, response to water deprivation]                                                                                                                                                                                                                 [IBA:GO_Central, IBA:GO_Central, IEP:UniProtKB, IEP:UniProtKB, IEP:UniProtKB, IEP:UniProtKB]
                                            Os06g0270200         401 4530.OS06T0270200-00         4530 Oryza sativa            HAK24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Potassium transporter 24; High-affinity potassium transporter        A0A0P0WV22                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os03g0712700         406 4530.OS03T0712700-01         4530 Oryza sativa        OsJ_12328                                                                                                                                                                                                                                                                                                                                                                                                                              Os03g0712700 protein; Phosphoglucomutase; Phosphoglucomutase, cytoplasmic 2, putative, expressed; cDNA clone:J023019M17, full insert sequence ; Belongs to the phosphohexose mutase family            Q9AUQ4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [carbohydrate metabolic process]                                                                                                                                                                                                                                                                                             [IBA:GO_Central]
                                            Os02g0621700         408 4530.OS02T0621700-01         4530 Oryza sativa        OsJ_07569                                                                                                                                              Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial; Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate- level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit            S4TZU3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os07g0467900         409 4530.OS07T0467900-01         4530 Oryza sativa  OS07T0467900-01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Putative uncharacterized protein P0003B09.27; cDNA clone:J033076F17, full insert sequence            Q69RL2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 [mitochondrial DNA replication, replication fork processing, response to UV, translesion synthesis]                                                                                                                                                                                                                                             [IBA:GO_Central, IBA:GO_Central, IBA:GO_Central, IBA:GO_Central]
                                            Os02g0100100         410 4530.OS02T0100100-01         4530 Oryza sativa          PDIL1-4                                                                                                                                                                                                                                                                                                                                                Protein disulfide isomerase-like 1-4; Acts as a protein-folding catalyst that interacts with nascent polypeptides to catalyze the formation, isomerization, and reduction or oxidation of disulfide bonds. May play a role in storage protein biogenesis (By similarity)            Q67IX6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [protein folding, response to endoplasmic reticulum stress]                                                                                                                                                                                                                                                                             [IBA:GO_Central, IBA:GO_Central]
                                            Os02g0813300         413 4530.OS02T0813350-01         4530 Oryza sativa        OsJ_08840                                                                                                                                                                                                                                                                                                                                                                                                                                                                              F-box family protein-like; Os02g0813300 protein; cDNA clone:001-034-B03, full insert sequence; cDNA clone:J013092F18, full insert sequence            Q6K3E9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os02g0686400         416 4530.OS02T0686400-01         4530 Oryza sativa        OsJ_07966                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Os02g0686400 protein; Putative aspartate-tRNA ligase; cDNA clone:J013093E04, full insert sequence            Q6ZHC3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [aspartyl-tRNA aminoacylation]                                                                                                                                                                                                                                                                                             [IBA:GO_Central]
                                            Os04g0687100         417 4530.OS04T0687100-01         4530 Oryza sativa        OsJ_16709                                                                                                                                                                                                                                                                                                                                                                                                                                                                               OSJNBa0070M12.12 protein; Os04g0687100 protein; cDNA clone:006-211-C05, full insert sequence; cDNA clone:J033073D22, full insert sequence            Q7XTL6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   [phosphate-containing compound metabolic process]                                                                                                                                                                                                                                                                                             [IBA:GO_Central]
                                            Os03g0793800         419 4530.OS03T0793800-01         4530 Oryza sativa        OsJ_12926                                                                                                                                                                                                                                                                                                                                                                                                                                                          Os03g0793800 protein; Protease inhibitor/seed storage/LTP family protein, expressed; Putative protease inhibitor; cDNA clone:001-003-E04, full insert sequence            Q852L3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
             Sugar transporter family protein, expressed         420 4530.OS03T0363500-02         4530 Oryza sativa  OS03T0363500-02                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Os03g0363500 protein; Sugar transporter family protein, expressed ; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family            Q10L06                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [transmembrane transport]                                                                                                                                                                                                                                                                                             [IBA:GO_Central]
                                            Os11g0701200         422 4530.OS11T0701200-01         4530 Oryza sativa  OS11T0701200-01                                                                                                                                                                                                                                                                                                                                                                                                                                                              Chitinase; Chitinase III C00481-rice; Os11g0701200 protein; Xylanase inhibitor protein 2, putative, expressed; cDNA clone:J033067D20, full insert sequence            O49824                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os02g0644100         423 4530.OS02T0644100-01         4530 Oryza sativa  OS02T0644100-01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Os02g0644100 protein; Putative stress-induced protein sti1            Q6H660                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os03g0664400         424 4530.OS03T0664400-01         4530 Oryza sativa  OS03T0664400-01                                                                                                                                                                                                                                                                                                                                                                                                                                                              Expressed protein (With alternative splicing); Protease inhibitor/seed storage/LTP family protein, expressed; cDNA clone:001-018-C05, full insert sequence            Q75GY4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
                                            Os06g0215000         430 4530.OS06T0215000-01         4530 Oryza sativa  OS06T0215000-01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Os06g0215000 protein; Putative uncharacterized protein P0537F07.19; Putative uncharacterized protein P0701E03.58            Q69Y15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 NaN                                                                                                                                                                                                                                                                                                          NaN
